"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_STATE_ABR","MONTH",
"AA","American Airlines Inc.",11641,"FAY","NC",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11641,"FAY","NC",11996,"GSP","SC",1,
"AA","American Airlines Inc.",11641,"FAY","NC",14570,"RNO","NV",1,
"AA","American Airlines Inc.",11697,"FLL","FL",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11697,"FLL","FL",11433,"DTW","MI",1,
"AA","American Airlines Inc.",11697,"FLL","FL",11540,"ELP","TX",1,
"AA","American Airlines Inc.",11697,"FLL","FL",11986,"GRR","MI",1,
"AA","American Airlines Inc.",11697,"FLL","FL",12012,"GUC","CO",1,
"AA","American Airlines Inc.",11697,"FLL","FL",12264,"IAD","VA",1,
"AA","American Airlines Inc.",11697,"FLL","FL",12266,"IAH","TX",1,
"AA","American Airlines Inc.",11697,"FLL","FL",12278,"ICT","KS",1,
"AA","American Airlines Inc.",11697,"FLL","FL",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11697,"FLL","FL",14057,"PDX","OR",1,
"AA","American Airlines Inc.",11697,"FLL","FL",14307,"PVD","RI",1,
"AA","American Airlines Inc.",11697,"FLL","FL",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11697,"FLL","FL",14869,"SLC","UT",1,
"AA","American Airlines Inc.",11697,"FLL","FL",15096,"SYR","NY",1,
"AA","American Airlines Inc.",11823,"FWA","IN",10140,"ABQ","NM",1,
"AA","American Airlines Inc.",11823,"FWA","IN",11423,"DSM","IA",1,
"AA","American Airlines Inc.",11823,"FWA","IN",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11823,"FWA","IN",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11823,"FWA","IN",14633,"RST","MN",1,
"AA","American Airlines Inc.",11823,"FWA","IN",15016,"STL","MO",1,
"AA","American Airlines Inc.",11986,"GRR","MI",10529,"BDL","CT",1,
"AA","American Airlines Inc.",11986,"GRR","MI",10693,"BNA","TN",1,
"AA","American Airlines Inc.",11986,"GRR","MI",11697,"FLL","FL",1,
"AA","American Airlines Inc.",11986,"GRR","MI",11823,"FWA","IN",1,
"AA","American Airlines Inc.",11986,"GRR","MI",13204,"MCO","FL",1,
"AA","American Airlines Inc.",11986,"GRR","MI",13342,"MKE","WI",1,
"AA","American Airlines Inc.",11986,"GRR","MI",13422,"MOB","AL",1,
"AA","American Airlines Inc.",11986,"GRR","MI",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11986,"GRR","MI",14122,"PIT","PA",1,
"AA","American Airlines Inc.",11986,"GRR","MI",14570,"RNO","NV",1,
"AA","American Airlines Inc.",11986,"GRR","MI",14633,"RST","MN",1,
"AA","American Airlines Inc.",11986,"GRR","MI",14869,"SLC","UT",1,
"AA","American Airlines Inc.",11986,"GRR","MI",15370,"TUL","OK",1,
"AA","American Airlines Inc.",11986,"GRR","MI",15376,"TUS","AZ",1,
"AA","American Airlines Inc.",11995,"GSO","NC",11140,"CRP","TX",1,
"AA","American Airlines Inc.",11995,"GSO","NC",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11995,"GSO","NC",11603,"EUG","OR",1,
"AA","American Airlines Inc.",11995,"GSO","NC",14057,"PDX","OR",1,
"AA","American Airlines Inc.",11995,"GSO","NC",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11995,"GSO","NC",14524,"RIC","VA",1,
"AA","American Airlines Inc.",11995,"GSO","NC",14679,"SAN","CA",1,
"AA","American Airlines Inc.",11996,"GSP","SC",10257,"ALB","NY",1,
"AA","American Airlines Inc.",11996,"GSP","SC",10397,"ATL","GA",1,
"AA","American Airlines Inc.",11996,"GSP","SC",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11996,"GSP","SC",11433,"DTW","MI",1,
"AA","American Airlines Inc.",11996,"GSP","SC",12391,"ISP","NY",1,
"AA","American Airlines Inc.",11996,"GSP","SC",13342,"MKE","WI",1,
"AA","American Airlines Inc.",11996,"GSP","SC",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11996,"GSP","SC",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11996,"GSP","SC",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11996,"GSP","SC",14570,"RNO","NV",1,
"AA","American Airlines Inc.",11996,"GSP","SC",14831,"SJC","CA",1,
"AA","American Airlines Inc.",12012,"GUC","CO",10529,"BDL","CT",1,
"AA","American Airlines Inc.",12012,"GUC","CO",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12012,"GUC","CO",11697,"FLL","FL",1,
"AA","American Airlines Inc.",12012,"GUC","CO",12339,"IND","IN",1,
"AA","American Airlines Inc.",12012,"GUC","CO",13303,"MIA","FL",1,
"AA","American Airlines Inc.",12012,"GUC","CO",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12094,"HDN","CO",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12094,"HDN","CO",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",12094,"HDN","CO",11697,"FLL","FL",1,
"AA","American Airlines Inc.",12094,"HDN","CO",12892,"LAX","CA",1,
"AA","American Airlines Inc.",12094,"HDN","CO",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12094,"HDN","CO",14814,"SHV","LA",1,
"AA","American Airlines Inc.",12094,"HDN","CO",14831,"SJC","CA",1,
"AA","American Airlines Inc.",12094,"HDN","CO",15370,"TUL","OK",1,
"AA","American Airlines Inc.",12173,"HNL","HI",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12173,"HNL","HI",11433,"DTW","MI",1,
"AA","American Airlines Inc.",12173,"HNL","HI",12266,"IAH","TX",1,
"AA","American Airlines Inc.",12173,"HNL","HI",12478,"JFK","NY",1,
"AA","American Airlines Inc.",12173,"HNL","HI",12892,"LAX","CA",1,
"AA","American Airlines Inc.",12173,"HNL","HI",13830,"OGG","HI",1,
"AA","American Airlines Inc.",12173,"HNL","HI",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12173,"HNL","HI",14771,"SFO","CA",1,
"AA","American Airlines Inc.",12173,"HNL","HI",15016,"STL","MO",1,
"AA","American Airlines Inc.",12191,"HOU","TX",10693,"BNA","TN",1,
"AA","American Airlines Inc.",12191,"HOU","TX",10821,"BWI","MD",1,
"AA","American Airlines Inc.",12191,"HOU","TX",11042,"CLE","OH",1,
"AA","American Airlines Inc.",12191,"HOU","TX",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12191,"HOU","TX",11423,"DSM","IA",1,
"AA","American Airlines Inc.",12191,"HOU","TX",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",12191,"HOU","TX",12264,"IAD","VA",1,
"AA","American Airlines Inc.",12191,"HOU","TX",13871,"OMA","NE",1,
"AA","American Airlines Inc.",12191,"HOU","TX",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12191,"HOU","TX",14747,"SEA","WA",1,
"AA","American Airlines Inc.",12206,"HRL","TX",10693,"BNA","TN",1,
"AA","American Airlines Inc.",12206,"HRL","TX",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12206,"HRL","TX",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",12206,"HRL","TX",12266,"IAH","TX",1,
"AA","American Airlines Inc.",12206,"HRL","TX",12953,"LGA","NY",1,
"AA","American Airlines Inc.",12206,"HRL","TX",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12206,"HRL","TX",15304,"TPA","FL",1,
"AA","American Airlines Inc.",12217,"HSV","AL",10599,"BHM","AL",1,
"AA","American Airlines Inc.",12217,"HSV","AL",10693,"BNA","TN",1,
"AA","American Airlines Inc.",12217,"HSV","AL",10721,"BOS","MA",1,
"AA","American Airlines Inc.",12217,"HSV","AL",11278,"DCA","VA",1,
"AA","American Airlines Inc.",12217,"HSV","AL",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12217,"HSV","AL",11540,"ELP","TX",1,
"AA","American Airlines Inc.",12217,"HSV","AL",13891,"ONT","CA",1,
"AA","American Airlines Inc.",12217,"HSV","AL",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12217,"HSV","AL",14262,"PSP","CA",1,
"AA","American Airlines Inc.",12217,"HSV","AL",14893,"SMF","CA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",16440,"AUS","TX",1,
"AA","American Airlines Inc.",12264,"IAD","VA",11057,"CLT","NC",1,
"AA","American Airlines Inc.",12264,"IAD","VA",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12264,"IAD","VA",11540,"ELP","TX",1,
"AA","American Airlines Inc.",12264,"IAD","VA",12191,"HOU","TX",1,
"AA","American Airlines Inc.",12264,"IAD","VA",12266,"IAH","TX",1,
"AA","American Airlines Inc.",12264,"IAD","VA",12451,"JAX","FL",1,
"AA","American Airlines Inc.",12264,"IAD","VA",12892,"LAX","CA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13204,"MCO","FL",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13303,"MIA","FL",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13342,"MKE","WI",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13360,"MLB","FL",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13495,"MSY","LA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13796,"OAK","CA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13851,"OKC","OK",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12264,"IAD","VA",13931,"ORF","VA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14492,"RDU","NC",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14679,"SAN","CA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14683,"SAT","TX",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14771,"SFO","CA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14831,"SJC","CA",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14843,"SJU","PR",1,
"AA","American Airlines Inc.",12264,"IAD","VA",14986,"SRQ","FL",1,
"AA","American Airlines Inc.",12264,"IAD","VA",15304,"TPA","FL",1,
"AA","American Airlines Inc.",12266,"IAH","TX",10397,"ATL","GA",1,
"AA","American Airlines Inc.",12266,"IAH","TX",16440,"AUS","TX",1,
"AA","American Airlines Inc.",12266,"IAH","TX",10529,"BDL","CT",1,
"AA","American Airlines Inc.",12266,"IAH","TX",10693,"BNA","TN",1,
"AA","American Airlines Inc.",12266,"IAH","TX",10821,"BWI","MD",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11109,"COS","CO",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11292,"DEN","CO",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11540,"ELP","TX",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11697,"FLL","FL",1,
"AA","American Airlines Inc.",12266,"IAH","TX",11996,"GSP","SC",1,
"AA","American Airlines Inc.",12266,"IAH","TX",12173,"HNL","HI",1,
"AA","American Airlines Inc.",12266,"IAH","TX",12206,"HRL","TX",1,
"AA","American Airlines Inc.",12266,"IAH","TX",12339,"IND","IN",1,
"AA","American Airlines Inc.",12266,"IAH","TX",12953,"LGA","NY",1,
"AA","American Airlines Inc.",12266,"IAH","TX",12992,"LIT","AR",1,
"AA","American Airlines Inc.",12266,"IAH","TX",13485,"MSN","WI",1,
"AA","American Airlines Inc.",12266,"IAH","TX",13830,"OGG","HI",1,
"AA","American Airlines Inc.",12266,"IAH","TX",13851,"OKC","OK",1,
"AA","American Airlines Inc.",12266,"IAH","TX",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12266,"IAH","TX",14122,"PIT","PA",1,
"AA","American Airlines Inc.",12266,"IAH","TX",14576,"ROC","NY",1,
"AA","American Airlines Inc.",12266,"IAH","TX",14831,"SJC","CA",1,
"AA","American Airlines Inc.",12266,"IAH","TX",15304,"TPA","FL",1,
"AA","American Airlines Inc.",12278,"ICT","KS",10279,"AMA","TX",1,
"AA","American Airlines Inc.",12278,"ICT","KS",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12278,"ICT","KS",12448,"JAN","MS",1,
"AA","American Airlines Inc.",12278,"ICT","KS",12451,"JAX","FL",1,
"AA","American Airlines Inc.",12278,"ICT","KS",13244,"MEM","TN",1,
"AA","American Airlines Inc.",12278,"ICT","KS",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",12278,"ICT","KS",14685,"SAV","GA",1,
"AA","American Airlines Inc.",12278,"ICT","KS",15304,"TPA","FL",1,
"AA","American Airlines Inc.",12280,"IDA","ID",11267,"DAY","OH",1,
"AA","American Airlines Inc.",12280,"IDA","ID",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12280,"IDA","ID",12266,"IAH","TX",1,
"AA","American Airlines Inc.",12280,"IDA","ID",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12280,"IDA","ID",14869,"SLC","UT",1,
"AA","American Airlines Inc.",12339,"IND","IN",11109,"COS","CO",1,
"AA","American Airlines Inc.",12339,"IND","IN",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12339,"IND","IN",11986,"GRR","MI",1,
"AA","American Airlines Inc.",12339,"IND","IN",12206,"HRL","TX",1,
"AA","American Airlines Inc.",12339,"IND","IN",12451,"JAX","FL",1,
"AA","American Airlines Inc.",12339,"IND","IN",12896,"LBB","TX",1,
"AA","American Airlines Inc.",12339,"IND","IN",12953,"LGA","NY",1,
"AA","American Airlines Inc.",12339,"IND","IN",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12339,"IND","IN",14570,"RNO","NV",1,
"AA","American Airlines Inc.",12339,"IND","IN",14683,"SAT","TX",1,
"AA","American Airlines Inc.",12391,"ISP","NY",10140,"ABQ","NM",1,
"AA","American Airlines Inc.",12391,"ISP","NY",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12391,"ISP","NY",11996,"GSP","SC",1,
"AA","American Airlines Inc.",12391,"ISP","NY",13360,"MLB","FL",1,
"AA","American Airlines Inc.",12391,"ISP","NY",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12391,"ISP","NY",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",12391,"ISP","NY",14262,"PSP","CA",1,
"AA","American Airlines Inc.",12391,"ISP","NY",14492,"RDU","NC",1,
"AA","American Airlines Inc.",12391,"ISP","NY",14683,"SAT","TX",1,
"AA","American Airlines Inc.",12391,"ISP","NY",14908,"SNA","CA",1,
"AA","American Airlines Inc.",12391,"ISP","NY",14986,"SRQ","FL",1,
"AA","American Airlines Inc.",12441,"JAC","WY",10599,"BHM","AL",1,
"AA","American Airlines Inc.",12441,"JAC","WY",11042,"CLE","OH",1,
"AA","American Airlines Inc.",12441,"JAC","WY",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12441,"JAC","WY",12280,"IDA","ID",1,
"AA","American Airlines Inc.",12441,"JAC","WY",13930,"ORD","IL",1,
"AA","American Airlines Inc.",12441,"JAC","WY",14869,"SLC","UT",1,
"AA","American Airlines Inc.",12448,"JAN","MS",10693,"BNA","TN",1,
"AA","American Airlines Inc.",12448,"JAN","MS",10721,"BOS","MA",1,
"AA","American Airlines Inc.",12448,"JAN","MS",11109,"COS","CO",1,
"AA","American Airlines Inc.",12448,"JAN","MS",11278,"DCA","VA",1,
"AA","American Airlines Inc.",12448,"JAN","MS",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12448,"JAN","MS",12012,"GUC","CO",1,
"AA","American Airlines Inc.",12448,"JAN","MS",13422,"MOB","AL",1,
"AA","American Airlines Inc.",12448,"JAN","MS",14100,"PHL","PA",1,
"AA","American Airlines Inc.",12448,"JAN","MS",14492,"RDU","NC",1,
"AA","American Airlines Inc.",12448,"JAN","MS",14570,"RNO","NV",1,
"AA","American Airlines Inc.",12451,"JAX","FL",11252,"DAB","FL",1,
"AA","American Airlines Inc.",12451,"JAX","FL",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12451,"JAX","FL",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",12451,"JAX","FL",12266,"IAH","TX",1,
"AA","American Airlines Inc.",12451,"JAX","FL",12896,"LBB","TX",1,
"AA","American Airlines Inc.",12451,"JAX","FL",14492,"RDU","NC",1,
"AA","American Airlines Inc.",12451,"JAX","FL",14576,"ROC","NY",1,
"AA","American Airlines Inc.",12451,"JAX","FL",14685,"SAV","GA",1,
"AA","American Airlines Inc.",12451,"JAX","FL",14869,"SLC","UT",1,
"AA","American Airlines Inc.",12478,"JFK","NY",10599,"BHM","AL",1,
"AA","American Airlines Inc.",12478,"JFK","NY",10693,"BNA","TN",1,
"AA","American Airlines Inc.",12478,"JFK","NY",10781,"BTR","LA",1,
"AA","American Airlines Inc.",12478,"JFK","NY",10868,"CAE","SC",1,
"AA","American Airlines Inc.",12478,"JFK","NY",11298,"DFW","TX",1,
"AA","American Airlines Inc.",12478,"JFK","NY",12173,"HNL","HI",1,
"AA","American Airlines Inc.",12478,"JFK","NY",12191,"HOU","TX",1,
"AA","American Airlines Inc.",12478,"JFK","NY",12892,"LAX","CA",1,
"AA","American Airlines Inc.",12478,"JFK","NY",13830,"OGG","HI",1,
"AA","American Airlines Inc.",12478,"JFK","NY",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",12478,"JFK","NY",14492,"RDU","NC",1,
"AA","American Airlines Inc.",12478,"JFK","NY",14635,"RSW","FL",1,
"AA","American Airlines Inc.",12478,"JFK","NY",14679,"SAN","CA",1,
"AA","American Airlines Inc.",12478,"JFK","NY",14771,"SFO","CA",1,
"AA","American Airlines Inc.",12478,"JFK","NY",14843,"SJU","PR",1,
"AA","American Airlines Inc.",12478,"JFK","NY",15024,"STT","VI",1,
"AA","American Airlines Inc.",12478,"JFK","NY",15027,"STX","VI",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",10693,"BNA","TN",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",10980,"CHA","TN",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",11298,"DFW","TX",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",11697,"FLL","FL",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",12478,"JFK","NY",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",12992,"LIT","AR",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",13303,"MIA","FL",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",13487,"MSP","MN",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",13930,"ORD","IL",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",14027,"PBI","FL",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",14635,"RSW","FL",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",14986,"SRQ","FL",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",15016,"STL","MO",1,
"AA","American Airlines Inc.",10140,"ABQ","NM",15370,"TUL","OK",1,
"AA","American Airlines Inc.",10257,"ALB","NY",10397,"ATL","GA",1,
"AA","American Airlines Inc.",10257,"ALB","NY",10868,"CAE","SC",1,
"AA","American Airlines Inc.",10257,"ALB","NY",11298,"DFW","TX",1,
"AA","American Airlines Inc.",10257,"ALB","NY",11423,"DSM","IA",1,
"AA","American Airlines Inc.",10257,"ALB","NY",11697,"FLL","FL",1,
"AA","American Airlines Inc.",10257,"ALB","NY",13360,"MLB","FL",1,
"AA","American Airlines Inc.",10257,"ALB","NY",13871,"OMA","NE",1,
"AA","American Airlines Inc.",10257,"ALB","NY",13930,"ORD","IL",1,
"AA","American Airlines Inc.",10257,"ALB","NY",14057,"PDX","OR",1,
"AA","American Airlines Inc.",10257,"ALB","NY",14492,"RDU","NC",1,
"AA","American Airlines Inc.",10257,"ALB","NY",14685,"SAV","GA",1,
"AA","American Airlines Inc.",10257,"ALB","NY",14893,"SMF","CA",1,
"AA","American Airlines Inc.",10257,"ALB","NY",15370,"TUL","OK",1,
"AA","American Airlines Inc.",10279,"AMA","TX",10781,"BTR","LA",1,
"AA","American Airlines Inc.",10279,"AMA","TX",10868,"CAE","SC",1,
"AA","American Airlines Inc.",10279,"AMA","TX",11057,"CLT","NC",1,
"AA","American Airlines Inc.",10279,"AMA","TX",11193,"CVG","KY",1,
"AA","American Airlines Inc.",10279,"AMA","TX",11298,"DFW","TX",1,
"AA","American Airlines Inc.",10279,"AMA","TX",11423,"DSM","IA",1,
"AA","American Airlines Inc.",10279,"AMA","TX",12451,"JAX","FL",1,
"AA","American Airlines Inc.",10279,"AMA","TX",13158,"MAF","TX",1,
"AA","American Airlines Inc.",10279,"AMA","TX",13871,"OMA","NE",1,
"AA","American Airlines Inc.",10279,"AMA","TX",14685,"SAV","GA",1,
"AA","American Airlines Inc.",10279,"AMA","TX",14730,"SDF","KY",1,
"AA","American Airlines Inc.",10397,"ATL","GA",10257,"ALB","NY",1,
"AA","American Airlines Inc.",10397,"ATL","GA",16440,"AUS","TX",1,
"AA","American Airlines Inc.",10397,"ATL","GA",10693,"BNA","TN",1,
"AA","American Airlines Inc.",10397,"ATL","GA",10821,"BWI","MD",1,
"AA","American Airlines Inc.",10397,"ATL","GA",10868,"CAE","SC",1,
"AA","American Airlines Inc.",10397,"ATL","GA",10980,"CHA","TN",1,
"AA","American Airlines Inc.",10397,"ATL","GA",11278,"DCA","VA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",11292,"DEN","CO",1,
"AA","American Airlines Inc.",10397,"ATL","GA",11298,"DFW","TX",1,
"AA","American Airlines Inc.",10397,"ATL","GA",11540,"ELP","TX",1,
"AA","American Airlines Inc.",10397,"ATL","GA",11996,"GSP","SC",1,
"AA","American Airlines Inc.",10397,"ATL","GA",12264,"IAD","VA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",12266,"IAH","TX",1,
"AA","American Airlines Inc.",10397,"ATL","GA",13342,"MKE","WI",1,
"AA","American Airlines Inc.",10397,"ATL","GA",13487,"MSP","MN",1,
"AA","American Airlines Inc.",10397,"ATL","GA",13851,"OKC","OK",1,
"AA","American Airlines Inc.",10397,"ATL","GA",13891,"ONT","CA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",13930,"ORD","IL",1,
"AA","American Airlines Inc.",10397,"ATL","GA",13931,"ORF","VA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14057,"PDX","OR",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14307,"PVD","RI",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14492,"RDU","NC",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14689,"SBA","CA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14747,"SEA","WA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14831,"SJC","CA",1,
"AA","American Airlines Inc.",10397,"ATL","GA",14843,"SJU","PR",1,
"AA","American Airlines Inc.",16440,"AUS","TX",10140,"ABQ","NM",1,
"AA","American Airlines Inc.",16440,"AUS","TX",10529,"BDL","CT",1,
"AA","American Airlines Inc.",16440,"AUS","TX",10693,"BNA","TN",1,
"AA","American Airlines Inc.",16440,"AUS","TX",10781,"BTR","LA",1,
"AA","American Airlines Inc.",16440,"AUS","TX",11042,"CLE","OH",1,
